"AvgDownloadspeed","MinDownloadspeed","MaxDownloadspeed","Postcode","ShortPostcode","Town/City","County"
22.1,2.9,80,"BS10 6WE","BS10 6","BRISTOL","CITY OF BRISTOL"
23.1,1.4,43.9,"BS10 6WF","BS10 6","BRISTOL","CITY OF BRISTOL"
18.4,2.6,39.4,"BS10 6WG","BS10 6","BRISTOL","CITY OF BRISTOL"
24.9,1.8,52.9,"BS10 6WH","BS10 6","BRISTOL","CITY OF BRISTOL"
73.4,10.1,200,"BS10 7AA","BS10 7","BRISTOL","CITY OF BRISTOL"
82.7,12.7,200,"BS10 7AB","BS10 7","BRISTOL","CITY OF BRISTOL"
79.3,17.2,150,"BS10 7AD","BS10 7","BRISTOL","CITY OF BRISTOL"
97.8,18.9,200,"BS10 7AE","BS10 7","BRISTOL","CITY OF BRISTOL"
56.1,10.5,200,"BS10 7AG","BS10 7","BRISTOL","CITY OF BRISTOL"
39.1,9.6,80,"BS10 7AJ","BS10 7","BRISTOL","CITY OF BRISTOL"
77.4,12.3,200,"BS10 7AL","BS10 7","BRISTOL","CITY OF BRISTOL"
71.5,5,200,"BS10 7AP","BS10 7","BRISTOL","CITY OF BRISTOL"
64.3,2.5,200,"BS10 7AR","BS10 7","BRISTOL","CITY OF BRISTOL"
106.1,0.9,300,"BS10 7AT","BS10 7","BRISTOL","CITY OF BRISTOL"
84.2,7.4,200,"BS10 7AU","BS10 7","BRISTOL","CITY OF BRISTOL"
60,6.6,200,"BS10 7AX","BS10 7","BRISTOL","CITY OF BRISTOL"
37.3,4.8,106.3,"BS10 7AY","BS10 7","BRISTOL","CITY OF BRISTOL"
40.9,9.1,106.3,"BS10 7AZ","BS10 7","BRISTOL","CITY OF BRISTOL"
69.9,5.7,200,"BS10 7BA","BS10 7","BRISTOL","CITY OF BRISTOL"
75.4,6.3,150,"BS10 7BD","BS10 7","BRISTOL","CITY OF BRISTOL"
69.5,12.7,150,"BS10 7BE","BS10 7","BRISTOL","CITY OF BRISTOL"
73.2,5,200,"BS10 7BG","BS10 7","BRISTOL","CITY OF BRISTOL"
72.8,3.1,200,"BS10 7BH","BS10 7","BRISTOL","CITY OF BRISTOL"
75.5,9.9,200,"BS10 7BJ","BS10 7","BRISTOL","CITY OF BRISTOL"
62.3,14,100,"BS10 7BL","BS10 7","BRISTOL","CITY OF BRISTOL"
58.5,4.6,200,"BS10 7BP","BS10 7","BRISTOL","CITY OF BRISTOL"
62.2,7.2,200,"BS10 7BS","BS10 7","BRISTOL","CITY OF BRISTOL"
93,12.5,200,"BS10 7BT","BS10 7","BRISTOL","CITY OF BRISTOL"
109.3,12.9,300,"BS10 7BU","BS10 7","BRISTOL","CITY OF BRISTOL"
82.5,6.7,200,"BS10 7BW","BS10 7","BRISTOL","CITY OF BRISTOL"
15.8,3.2,55,"BS10 7DE","BS10 7","BRISTOL","CITY OF BRISTOL"
42,18.6,80,"BS10 7DF","BS10 7","BRISTOL","CITY OF BRISTOL"
89.2,14.3,200,"BS10 7DG","BS10 7","BRISTOL","CITY OF BRISTOL"
84.2,0.9,150,"BS10 7DH","BS10 7","BRISTOL","CITY OF BRISTOL"
63.9,14.3,100,"BS10 7DJ","BS10 7","BRISTOL","CITY OF BRISTOL"
81.3,37.6,200,"BS10 7DL","BS10 7","BRISTOL","CITY OF BRISTOL"
58.5,6.5,200,"BS10 7DN","BS10 7","BRISTOL","CITY OF BRISTOL"
98.9,6.5,300,"BS10 7DQ","BS10 7","BRISTOL","CITY OF BRISTOL"
48.4,4.5,106.3,"BS10 7DS","BS10 7","BRISTOL","CITY OF BRISTOL"
58.7,3.4,150,"BS10 7DY","BS10 7","BRISTOL","CITY OF BRISTOL"
81.6,9.2,200,"BS10 7DZ","BS10 7","BRISTOL","CITY OF BRISTOL"
88.7,11.8,200,"BS10 7EA","BS10 7","BRISTOL","CITY OF BRISTOL"
89.4,2,300,"BS10 7ED","BS10 7","BRISTOL","CITY OF BRISTOL"
88.3,15.5,300,"BS10 7EE","BS10 7","BRISTOL","CITY OF BRISTOL"
92.1,12.8,200,"BS10 7EF","BS10 7","BRISTOL","CITY OF BRISTOL"
63.1,8,200,"BS10 7EG","BS10 7","BRISTOL","CITY OF BRISTOL"
76.7,1.8,200,"BS10 7EJ","BS10 7","BRISTOL","CITY OF BRISTOL"
52.6,7.9,106.3,"BS10 7EL","BS10 7","BRISTOL","CITY OF BRISTOL"
71.5,3.8,200,"BS10 7EQ","BS10 7","BRISTOL","CITY OF BRISTOL"
21.9,4.4,40,"BS10 7ER","BS10 7","BRISTOL","CITY OF BRISTOL"
82.5,8.8,200,"BS10 7ET","BS10 7","BRISTOL","CITY OF BRISTOL"
60.8,6.6,200,"BS10 7EU","BS10 7","BRISTOL","CITY OF BRISTOL"
64.2,2.1,200,"BS10 7EX","BS10 7","BRISTOL","CITY OF BRISTOL"
71,5.6,200,"BS10 7EY","BS10 7","BRISTOL","CITY OF BRISTOL"
50.7,6.2,200,"BS10 7EZ","BS10 7","BRISTOL","CITY OF BRISTOL"
17.1,2,55.9,"BS10 7FD","BS10 7","BRISTOL","CITY OF BRISTOL"
16.9,9.8,42.3,"BS10 7FG","BS10 7","BRISTOL","CITY OF BRISTOL"
54.8,6.6,106.3,"BS10 7HG","BS10 7","BRISTOL","CITY OF BRISTOL"
39,3.9,200,"BS10 7HJ","BS10 7","BRISTOL","CITY OF BRISTOL"
76.3,0.5,200,"BS10 7HQ","BS10 7","BRISTOL","CITY OF BRISTOL"
67.9,7.1,200,"BS10 7HS","BS10 7","BRISTOL","CITY OF BRISTOL"
114.5,40,200,"BS10 7HY","BS10 7","BRISTOL","CITY OF BRISTOL"
79.8,4.8,200,"BS10 7HZ","BS10 7","BRISTOL","CITY OF BRISTOL"
66.5,10.3,150,"BS10 7JA","BS10 7","BRISTOL","CITY OF BRISTOL"
49.7,11.1,150,"BS10 7JB","BS10 7","BRISTOL","CITY OF BRISTOL"
45.5,5.1,106.3,"BS10 7JD","BS10 7","BRISTOL","CITY OF BRISTOL"
84.1,9,200,"BS10 7JF","BS10 7","BRISTOL","CITY OF BRISTOL"
81.6,2.7,200,"BS10 7JG","BS10 7","BRISTOL","CITY OF BRISTOL"
67.1,7.2,152,"BS10 7JL","BS10 7","BRISTOL","CITY OF BRISTOL"
57.1,6.1,200,"BS10 7JW","BS10 7","BRISTOL","CITY OF BRISTOL"
100.5,9.2,200,"BS10 7LA","BS10 7","BRISTOL","CITY OF BRISTOL"
108.7,7.4,200,"BS10 7LB","BS10 7","BRISTOL","CITY OF BRISTOL"
85.2,6.1,200,"BS10 7LD","BS10 7","BRISTOL","CITY OF BRISTOL"
61.2,7.2,100,"BS10 7LG","BS10 7","BRISTOL","CITY OF BRISTOL"
93.5,6,200,"BS10 7LH","BS10 7","BRISTOL","CITY OF BRISTOL"
60.8,2.3,200,"BS10 7LL","BS10 7","BRISTOL","CITY OF BRISTOL"
84.2,1.2,300,"BS10 7LQ","BS10 7","BRISTOL","CITY OF BRISTOL"
66,35,106.3,"BS10 7LR","BS10 7","BRISTOL","CITY OF BRISTOL"
60.2,4.8,106.3,"BS10 7LW","BS10 7","BRISTOL","CITY OF BRISTOL"
71.1,2.5,200,"BS10 7LY","BS10 7","BRISTOL","CITY OF BRISTOL"
82.5,7,200,"BS10 7NA","BS10 7","BRISTOL","CITY OF BRISTOL"
55.4,1.2,150,"BS10 7ND","BS10 7","BRISTOL","CITY OF BRISTOL"
49.1,1,200,"BS10 7NH","BS10 7","BRISTOL","CITY OF BRISTOL"
52.1,8.2,106.3,"BS10 7NL","BS10 7","BRISTOL","CITY OF BRISTOL"
86.2,0.7,300,"BS10 7NN","BS10 7","BRISTOL","CITY OF BRISTOL"
61.4,4.1,200,"BS10 7NP","BS10 7","BRISTOL","CITY OF BRISTOL"
71.2,5.7,200,"BS10 7NR","BS10 7","BRISTOL","CITY OF BRISTOL"
94.6,2.7,200,"BS10 7NT","BS10 7","BRISTOL","CITY OF BRISTOL"
102,5.8,300,"BS10 7NW","BS10 7","BRISTOL","CITY OF BRISTOL"
61.9,1.4,200,"BS10 7NX","BS10 7","BRISTOL","CITY OF BRISTOL"
56.8,4.7,106.3,"BS10 7NY","BS10 7","BRISTOL","CITY OF BRISTOL"
42,4.2,150,"BS10 7NZ","BS10 7","BRISTOL","CITY OF BRISTOL"
66.8,3.1,200,"BS10 7PA","BS10 7","BRISTOL","CITY OF BRISTOL"
78.6,9.3,200,"BS10 7PB","BS10 7","BRISTOL","CITY OF BRISTOL"
66.7,3.5,200,"BS10 7PD","BS10 7","BRISTOL","CITY OF BRISTOL"
87.8,3.2,200,"BS10 7PG","BS10 7","BRISTOL","CITY OF BRISTOL"
68.6,20,200,"BS10 7PH","BS10 7","BRISTOL","CITY OF BRISTOL"
99,5.6,200,"BS10 7PJ","BS10 7","BRISTOL","CITY OF BRISTOL"
63.4,5,200,"BS10 7PL","BS10 7","BRISTOL","CITY OF BRISTOL"
54.8,7.6,100,"BS10 7PP","BS10 7","BRISTOL","CITY OF BRISTOL"
78.1,3.1,200,"BS10 7PQ","BS10 7","BRISTOL","CITY OF BRISTOL"
90.2,3.2,200,"BS10 7PR","BS10 7","BRISTOL","CITY OF BRISTOL"
82.9,6,200,"BS10 7PS","BS10 7","BRISTOL","CITY OF BRISTOL"
82,3.8,200,"BS10 7PU","BS10 7","BRISTOL","CITY OF BRISTOL"
52.8,1.6,200,"BS10 7PW","BS10 7","BRISTOL","CITY OF BRISTOL"
82.4,1.5,200,"BS10 7QA","BS10 7","BRISTOL","CITY OF BRISTOL"
20.9,6.6,70,"BS10 7QG","BS10 7","BRISTOL","CITY OF BRISTOL"
42.9,2.6,150,"BS10 7QH","BS10 7","BRISTOL","CITY OF BRISTOL"
79.6,9.3,200,"BS10 7QL","BS10 7","BRISTOL","CITY OF BRISTOL"
31.3,3.3,120,"BS10 7QN","BS10 7","BRISTOL","CITY OF BRISTOL"
42.9,8.8,70,"BS10 7QQ","BS10 7","BRISTOL","CITY OF BRISTOL"
53.7,4.2,200,"BS10 7QR","BS10 7","BRISTOL","CITY OF BRISTOL"
76,4.4,200,"BS10 7QT","BS10 7","BRISTOL","CITY OF BRISTOL"
80.9,1.1,200,"BS10 7QU","BS10 7","BRISTOL","CITY OF BRISTOL"
89,4.5,200,"BS10 7QX","BS10 7","BRISTOL","CITY OF BRISTOL"
127.1,50,200,"BS10 7RA","BS10 7","BRISTOL","CITY OF BRISTOL"
104.1,2.5,200,"BS10 7RB","BS10 7","BRISTOL","CITY OF BRISTOL"
65.3,5.8,152,"BS10 7RE","BS10 7","BRISTOL","CITY OF BRISTOL"
101.3,50,200,"BS10 7RG","BS10 7","BRISTOL","CITY OF BRISTOL"
93,5,200,"BS10 7SS","BS10 7","BRISTOL","CITY OF BRISTOL"
71.2,7.8,150,"BS10 7ST","BS10 7","BRISTOL","CITY OF BRISTOL"
91.5,7.1,200,"BS10 7SY","BS10 7","BRISTOL","CITY OF BRISTOL"
109.2,9.7,200,"BS10 7SZ","BS10 7","BRISTOL","CITY OF BRISTOL"
7.7,1.2,40,"BS10 7XB","BS10 7","BRISTOL","CITY OF BRISTOL"
93.5,5.5,300,"BS10 7XE","BS10 7","BRISTOL","CITY OF BRISTOL"
80.8,3.1,200,"BS10 7XF","BS10 7","BRISTOL","CITY OF BRISTOL"
54.5,1,200,"BS10 7XG","BS10 7","BRISTOL","CITY OF BRISTOL"
97.5,50,200,"BS10 7XH","BS10 7","BRISTOL","CITY OF BRISTOL"
91.4,37.1,150,"BS10 7XJ","BS10 7","BRISTOL","CITY OF BRISTOL"
84.5,4,200,"BS10 7XL","BS10 7","BRISTOL","CITY OF BRISTOL"
84.9,3.6,200,"BS10 7XQ","BS10 7","BRISTOL","CITY OF BRISTOL"
85.4,10.6,200,"BS11 0AA","BS11 0","BRISTOL","CITY OF BRISTOL"
106,20.5,200,"BS11 0AD","BS11 0","BRISTOL","CITY OF BRISTOL"
69.5,3.9,200,"BS11 0AE","BS11 0","BRISTOL","CITY OF BRISTOL"
73.2,4.1,200,"BS11 0AG","BS11 0","BRISTOL","CITY OF BRISTOL"
53.9,4.2,200,"BS11 0AH","BS11 0","BRISTOL","CITY OF BRISTOL"
45.1,8.1,200,"BS11 0AJ","BS11 0","BRISTOL","CITY OF BRISTOL"
89.9,3.1,200,"BS11 0AL","BS11 0","BRISTOL","CITY OF BRISTOL"
89.9,10.1,200,"BS11 0AN","BS11 0","BRISTOL","CITY OF BRISTOL"
86.6,7.7,200,"BS11 0AQ","BS11 0","BRISTOL","CITY OF BRISTOL"
97.3,16.8,200,"BS11 0AU","BS11 0","BRISTOL","CITY OF BRISTOL"
76.5,7.7,200,"BS11 0AW","BS11 0","BRISTOL","CITY OF BRISTOL"
56.5,9.7,100,"BS11 0AX","BS11 0","BRISTOL","CITY OF BRISTOL"
67.6,11.6,200,"BS11 0AY","BS11 0","BRISTOL","CITY OF BRISTOL"
33.2,2.9,79.9,"BS11 0BB","BS11 0","BRISTOL","CITY OF BRISTOL"
70.2,6.1,200,"BS11 0BE","BS11 0","BRISTOL","CITY OF BRISTOL"
29.8,3.3,80,"BS11 0BN","BS11 0","BRISTOL","CITY OF BRISTOL"
65.7,5.1,200,"BS11 0BT","BS11 0","BRISTOL","CITY OF BRISTOL"
88.7,4.1,200,"BS11 0BY","BS11 0","BRISTOL","CITY OF BRISTOL"
67.7,15,200,"BS11 0BZ","BS11 0","BRISTOL","CITY OF BRISTOL"
32.7,3,80,"BS11 0DB","BS11 0","BRISTOL","CITY OF BRISTOL"
54.2,7.1,200,"BS11 0DE","BS11 0","BRISTOL","CITY OF BRISTOL"
37.1,11,79.7,"BS11 0DG","BS11 0","BRISTOL","CITY OF BRISTOL"
44.2,4,200,"BS11 0DJ","BS11 0","BRISTOL","CITY OF BRISTOL"
79.2,9,200,"BS11 0DL","BS11 0","BRISTOL","CITY OF BRISTOL"
85.4,50,106.3,"BS11 0DR","BS11 0","BRISTOL","CITY OF BRISTOL"
26.3,2.3,70,"BS11 0DS","BS11 0","BRISTOL","CITY OF BRISTOL"
48.4,4.5,200,"BS11 0DT","BS11 0","BRISTOL","CITY OF BRISTOL"
74.5,3.2,200,"BS11 0DY","BS11 0","BRISTOL","CITY OF BRISTOL"
71.4,2.9,200,"BS11 0DZ","BS11 0","BRISTOL","CITY OF BRISTOL"
71.7,0.8,200,"BS11 0ED","BS11 0","BRISTOL","CITY OF BRISTOL"
56.6,0.9,200,"BS11 0EE","BS11 0","BRISTOL","CITY OF BRISTOL"
68.5,1.8,200,"BS11 0EF","BS11 0","BRISTOL","CITY OF BRISTOL"
50.4,1.3,200,"BS11 0EG","BS11 0","BRISTOL","CITY OF BRISTOL"
5.3,2,8.1,"BS11 0EL","BS11 0","BRISTOL","CITY OF BRISTOL"
72.6,13,200,"BS11 0EN","BS11 0","BRISTOL","CITY OF BRISTOL"
84.5,9.3,200,"BS11 0EP","BS11 0","BRISTOL","CITY OF BRISTOL"
87.9,7,200,"BS11 0EQ","BS11 0","BRISTOL","CITY OF BRISTOL"
89.3,3.1,200,"BS11 0ER","BS11 0","BRISTOL","CITY OF BRISTOL"
101.9,8.1,200,"BS11 0ES","BS11 0","BRISTOL","CITY OF BRISTOL"
78.8,5.2,200,"BS11 0ET","BS11 0","BRISTOL","CITY OF BRISTOL"
53.1,1,200,"BS11 0EU","BS11 0","BRISTOL","CITY OF BRISTOL"
98.4,5.9,200,"BS11 0EW","BS11 0","BRISTOL","CITY OF BRISTOL"
32.1,3.5,106.3,"BS11 0FH","BS11 0","BRISTOL","CITY OF BRISTOL"
67.5,4.4,200,"BS11 0HB","BS11 0","BRISTOL","CITY OF BRISTOL"
85.5,8,200,"BS11 0HD","BS11 0","BRISTOL","CITY OF BRISTOL"
61.1,8.1,200,"BS11 0HG","BS11 0","BRISTOL","CITY OF BRISTOL"
31,4.3,76.3,"BS11 0HN","BS11 0","BRISTOL","CITY OF BRISTOL"
82.1,12.1,200,"BS11 0HT","BS11 0","BRISTOL","CITY OF BRISTOL"
69.2,8.5,200,"BS11 0HU","BS11 0","BRISTOL","CITY OF BRISTOL"
98.5,8.2,200,"BS11 0HX","BS11 0","BRISTOL","CITY OF BRISTOL"
119.9,10.7,200,"BS11 0HY","BS11 0","BRISTOL","CITY OF BRISTOL"
80.8,3.6,200,"BS11 0HZ","BS11 0","BRISTOL","CITY OF BRISTOL"
81.8,3.9,200,"BS11 0JA","BS11 0","BRISTOL","CITY OF BRISTOL"
42.3,2.1,150,"BS11 0JB","BS11 0","BRISTOL","CITY OF BRISTOL"
64.5,10.3,106.3,"BS11 0JD","BS11 0","BRISTOL","CITY OF BRISTOL"
90.2,1.9,200,"BS11 0JE","BS11 0","BRISTOL","CITY OF BRISTOL"
76.3,3.1,300,"BS11 0JH","BS11 0","BRISTOL","CITY OF BRISTOL"
83.1,6.1,200,"BS11 0JJ","BS11 0","BRISTOL","CITY OF BRISTOL"
93.4,9,200,"BS11 0JL","BS11 0","BRISTOL","CITY OF BRISTOL"
74.3,7.8,150,"BS11 0JP","BS11 0","BRISTOL","CITY OF BRISTOL"
59.4,2.3,106.3,"BS11 0JR","BS11 0","BRISTOL","CITY OF BRISTOL"
42.7,5.4,100,"BS11 0JS","BS11 0","BRISTOL","CITY OF BRISTOL"
74.2,8.2,200,"BS11 0JT","BS11 0","BRISTOL","CITY OF BRISTOL"
69.8,4.1,150,"BS11 0JU","BS11 0","BRISTOL","CITY OF BRISTOL"
70.8,4.9,200,"BS11 0JW","BS11 0","BRISTOL","CITY OF BRISTOL"
103.2,39.1,200,"BS11 0JX","BS11 0","BRISTOL","CITY OF BRISTOL"
69.7,1.8,200,"BS11 0LD","BS11 0","BRISTOL","CITY OF BRISTOL"
100,50,200,"BS11 0LF","BS11 0","BRISTOL","CITY OF BRISTOL"
83.3,7.1,200,"BS11 0LH","BS11 0","BRISTOL","CITY OF BRISTOL"
62,12.2,100,"BS11 0LJ","BS11 0","BRISTOL","CITY OF BRISTOL"
56.1,5.1,200,"BS11 0LL","BS11 0","BRISTOL","CITY OF BRISTOL"
61.8,1.2,152,"BS11 0LP","BS11 0","BRISTOL","CITY OF BRISTOL"
89.1,8.2,200,"BS11 0LR","BS11 0","BRISTOL","CITY OF BRISTOL"
79.4,34.7,200,"BS11 0LS","BS11 0","BRISTOL","CITY OF BRISTOL"
82.9,4.3,200,"BS11 0LW","BS11 0","BRISTOL","CITY OF BRISTOL"
52.3,4.8,200,"BS11 0LY","BS11 0","BRISTOL","CITY OF BRISTOL"
154,70,200,"BS11 0LZ","BS11 0","BRISTOL","CITY OF BRISTOL"
49.9,3.1,200,"BS11 0NA","BS11 0","BRISTOL","CITY OF BRISTOL"
92.6,2.3,200,"BS11 0ND","BS11 0","BRISTOL","CITY OF BRISTOL"
58.6,4.1,200,"BS11 0NE","BS11 0","BRISTOL","CITY OF BRISTOL"
102.1,2.7,200,"BS11 0NF","BS11 0","BRISTOL","CITY OF BRISTOL"
45.6,4.8,200,"BS11 0NG","BS11 0","BRISTOL","CITY OF BRISTOL"
48.3,3.8,200,"BS11 0NJ","BS11 0","BRISTOL","CITY OF BRISTOL"
86.2,4.3,200,"BS11 0NL","BS11 0","BRISTOL","CITY OF BRISTOL"
107.3,4.1,200,"BS11 0NN","BS11 0","BRISTOL","CITY OF BRISTOL"
80.7,5.1,200,"BS11 0NP","BS11 0","BRISTOL","CITY OF BRISTOL"
49.3,4,200,"BS11 0NQ","BS11 0","BRISTOL","CITY OF BRISTOL"
62.5,6.6,100,"BS11 0NS","BS11 0","BRISTOL","CITY OF BRISTOL"
44.6,2.9,152,"BS11 0NW","BS11 0","BRISTOL","CITY OF BRISTOL"
45.5,2.4,100,"BS11 0NZ","BS11 0","BRISTOL","CITY OF BRISTOL"
38.7,7.2,100,"BS11 0PA","BS11 0","BRISTOL","CITY OF BRISTOL"
98.8,5.9,200,"BS11 0PE","BS11 0","BRISTOL","CITY OF BRISTOL"
67.8,1.4,200,"BS11 0PF","BS11 0","BRISTOL","CITY OF BRISTOL"
64.4,0.6,200,"BS11 0PP","BS11 0","BRISTOL","CITY OF BRISTOL"
93,3.1,200,"BS11 0PQ","BS11 0","BRISTOL","CITY OF BRISTOL"
99.8,2.1,200,"BS11 0PR","BS11 0","BRISTOL","CITY OF BRISTOL"
102.7,18,200,"BS11 0PT","BS11 0","BRISTOL","CITY OF BRISTOL"
84.7,1.9,200,"BS11 0PU","BS11 0","BRISTOL","CITY OF BRISTOL"
69.8,2.8,200,"BS11 0PW","BS11 0","BRISTOL","CITY OF BRISTOL"
34.3,2.8,50,"BS11 0PX","BS11 0","BRISTOL","CITY OF BRISTOL"
74,2.8,200,"BS11 0PY","BS11 0","BRISTOL","CITY OF BRISTOL"
50.9,1.2,100,"BS11 0QB","BS11 0","BRISTOL","CITY OF BRISTOL"
86.9,40,200,"BS11 0QD","BS11 0","BRISTOL","CITY OF BRISTOL"
33.9,2.4,100,"BS11 0QE","BS11 0","BRISTOL","CITY OF BRISTOL"
39.6,2.5,100,"BS11 0QF","BS11 0","BRISTOL","CITY OF BRISTOL"
96.1,30,200,"BS11 0QH","BS11 0","BRISTOL","CITY OF BRISTOL"
48.1,2.1,152,"BS11 0QJ","BS11 0","BRISTOL","CITY OF BRISTOL"
71.2,3.4,152,"BS11 0QQ","BS11 0","BRISTOL","CITY OF BRISTOL"
74.2,6,200,"BS11 0QT","BS11 0","BRISTOL","CITY OF BRISTOL"
46.7,1.8,200,"BS11 0QX","BS11 0","BRISTOL","CITY OF BRISTOL"
103.4,6.1,200,"BS11 0QY","BS11 0","BRISTOL","CITY OF BRISTOL"
72.7,0.9,200,"BS11 0QZ","BS11 0","BRISTOL","CITY OF BRISTOL"
57.6,19,200,"BS11 0RD","BS11 0","BRISTOL","CITY OF BRISTOL"
80.9,3.1,200,"BS11 0RF","BS11 0","BRISTOL","CITY OF BRISTOL"
58.9,4.2,200,"BS11 0RH","BS11 0","BRISTOL","CITY OF BRISTOL"
84.9,2.7,200,"BS11 0RJ","BS11 0","BRISTOL","CITY OF BRISTOL"
57.7,3.1,152,"BS11 0RL","BS11 0","BRISTOL","CITY OF BRISTOL"
92.2,3.1,200,"BS11 0RQ","BS11 0","BRISTOL","CITY OF BRISTOL"
2.3,1.4,3.4,"BS11 0RS","BS11 0","BRISTOL","CITY OF BRISTOL"
68.3,0.8,200,"BS11 0RU","BS11 0","BRISTOL","CITY OF BRISTOL"
65.9,1.8,200,"BS11 0RW","BS11 0","BRISTOL","CITY OF BRISTOL"
45.5,2.9,100,"BS11 0RX","BS11 0","BRISTOL","CITY OF BRISTOL"
54.7,2.7,200,"BS11 0SB","BS11 0","BRISTOL","CITY OF BRISTOL"
81.8,2,200,"BS11 0SD","BS11 0","BRISTOL","CITY OF BRISTOL"
53,2.1,200,"BS11 0SG","BS11 0","BRISTOL","CITY OF BRISTOL"
58.8,2.4,152,"BS11 0SH","BS11 0","BRISTOL","CITY OF BRISTOL"
54.3,1.6,152,"BS11 0SJ","BS11 0","BRISTOL","CITY OF BRISTOL"
78.8,0.5,200,"BS11 0SL","BS11 0","BRISTOL","CITY OF BRISTOL"
87.6,2.5,200,"BS11 0SN","BS11 0","BRISTOL","CITY OF BRISTOL"
94.7,3.3,200,"BS11 0SP","BS11 0","BRISTOL","CITY OF BRISTOL"
83.2,2.8,200,"BS11 0SR","BS11 0","BRISTOL","CITY OF BRISTOL"
74.8,1.7,200,"BS11 0SS","BS11 0","BRISTOL","CITY OF BRISTOL"
69.7,1.8,200,"BS11 0SW","BS11 0","BRISTOL","CITY OF BRISTOL"
83.4,1.7,200,"BS11 0SX","BS11 0","BRISTOL","CITY OF BRISTOL"
88.1,1.7,200,"BS11 0SY","BS11 0","BRISTOL","CITY OF BRISTOL"
12.5,2.3,40,"BS11 0TB","BS11 0","BRISTOL","CITY OF BRISTOL"
79.1,3.2,200,"BS11 0TF","BS11 0","BRISTOL","CITY OF BRISTOL"
95.8,3.9,152,"BS11 0TG","BS11 0","BRISTOL","CITY OF BRISTOL"
76.7,40,100,"BS11 0TH","BS11 0","BRISTOL","CITY OF BRISTOL"
117.5,2.6,200,"BS11 0TJ","BS11 0","BRISTOL","CITY OF BRISTOL"
67.1,1.5,200,"BS11 0TQ","BS11 0","BRISTOL","CITY OF BRISTOL"
72.9,2.9,200,"BS11 0TR","BS11 0","BRISTOL","CITY OF BRISTOL"
60.6,1.9,200,"BS11 0TU","BS11 0","BRISTOL","CITY OF BRISTOL"
46.4,20,100,"BS11 0TX","BS11 0","BRISTOL","CITY OF BRISTOL"
80.8,1.3,100,"BS11 0UB","BS11 0","BRISTOL","CITY OF BRISTOL"
54.2,0.5,200,"BS11 0UD","BS11 0","BRISTOL","CITY OF BRISTOL"
56.1,1.5,200,"BS11 0UE","BS11 0","BRISTOL","CITY OF BRISTOL"
54,1,200,"BS11 0UF","BS11 0","BRISTOL","CITY OF BRISTOL"
75.2,11,200,"BS11 0UG","BS11 0","BRISTOL","CITY OF BRISTOL"
75.2,1.2,200,"BS11 0UH","BS11 0","BRISTOL","CITY OF BRISTOL"
7.8,3.3,10.6,"BS11 0UJ","BS11 0","BRISTOL","CITY OF BRISTOL"
88.4,7.6,200,"BS11 0UP","BS11 0","BRISTOL","CITY OF BRISTOL"
75.3,7.9,200,"BS11 0UQ","BS11 0","BRISTOL","CITY OF BRISTOL"
120.4,13.5,200,"BS11 0UR","BS11 0","BRISTOL","CITY OF BRISTOL"
20.8,3.3,70,"BS11 0UT","BS11 0","BRISTOL","CITY OF BRISTOL"
35.9,8,100,"BS11 0UW","BS11 0","BRISTOL","CITY OF BRISTOL"
56.2,1.6,200,"BS11 0UX","BS11 0","BRISTOL","CITY OF BRISTOL"
10.6,0.3,76,"BS11 0YA","BS11 0","BRISTOL","CITY OF BRISTOL"
5.5,0.6,29.5,"BS11 0YH","BS11 0","BRISTOL","CITY OF BRISTOL"
20.4,3.5,79.9,"BS11 8AP","BS11 8","BRISTOL","CITY OF BRISTOL"
6.8,2.4,17.1,"BS11 8AZ","BS11 8","BRISTOL","CITY OF BRISTOL"
15,2,58.5,"BS11 8HT","BS11 8","BRISTOL","CITY OF BRISTOL"
61.2,22.2,150,"BS11 9AD","BS11 9","BRISTOL","CITY OF BRISTOL"
66.6,18.6,152,"BS11 9AH","BS11 9","BRISTOL","CITY OF BRISTOL"
75,18.5,300,"BS11 9AL","BS11 9","BRISTOL","CITY OF BRISTOL"
44,8.2,100,"BS11 9AN","BS11 9","BRISTOL","CITY OF BRISTOL"
67.6,8.1,200,"BS11 9AP","BS11 9","BRISTOL","CITY OF BRISTOL"
22.9,3.8,50,"BS11 9AQ","BS11 9","BRISTOL","CITY OF BRISTOL"
54.1,15.1,200,"BS11 9AR","BS11 9","BRISTOL","CITY OF BRISTOL"
77.8,12.7,200,"BS11 9AS","BS11 9","BRISTOL","CITY OF BRISTOL"
48,18.1,200,"BS11 9AW","BS11 9","BRISTOL","CITY OF BRISTOL"
15.1,1.2,80,"BS11 9DB","BS11 9","BRISTOL","CITY OF BRISTOL"
23.8,6.5,106.3,"BS11 9EG","BS11 9","BRISTOL","CITY OF BRISTOL"
115.8,21.2,200,"BS11 9EJ","BS11 9","BRISTOL","CITY OF BRISTOL"
112.9,7.8,200,"BS11 9EL","BS11 9","BRISTOL","CITY OF BRISTOL"
59.9,15.7,106.3,"BS11 9EN","BS11 9","BRISTOL","CITY OF BRISTOL"
47.2,15.5,152,"BS11 9EP","BS11 9","BRISTOL","CITY OF BRISTOL"
78.2,17,200,"BS11 9ER","BS11 9","BRISTOL","CITY OF BRISTOL"
74.9,7.9,200,"BS11 9ET","BS11 9","BRISTOL","CITY OF BRISTOL"
